"displayname","ou","dn","objectguid","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
B502H12豐原分局銷售稅課,B502H12,"OU=B502H12,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e2665b22f93c41a69fdde2665b22f93c,"7b65948873d65f9ff3bb245691edbbb0d9e8f0129fbade97a27789d7adbab844",d0ff08f93a87bad9b544d7656b403009b3b69e8522b1fb7bbabec0067fe9b9b2,2013-03-08 10:13:08,2023-01-13 18:47:40,inner
B502M03豐原分局人事室,B502M03,"OU=B502M03,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","91e9460516cd4ba28bd691e9460516cd",bf7b2c3eaf100e77e396f0de1dcaac1e58609cd893775e90a59c41bbe7b870a4,"978679e3b26f335e655df4f3223f85333e0a5cc6a51591d78bc46f10df0796fb",2013-03-08 10:18:40,2023-01-13 18:47:45,inner
B502N00豐原分局政風室(停用),B502N00,"OU=B502N00,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7090feab1d0b49669b837090feab1d0b","8e51c830a3f88a6bf367127c1ff539b0515f2f3b77442f0997d43693ecba995e","9b01cdb03b8b5fbc10f720569b8bc43b2ebfaf729779114b7bbe24786edaac27",2013-03-08 10:16:24,2023-01-13 18:47:45,inner
B502N04豐原分局政風室,B502N04,"OU=B502N04,OU=B505000,OU=B50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","890981643c704e17af76890981643c70","8c44f55cf6bd0a4589a6a8a0f8bb3d6cf84646220d312e0db36c7d1465f77d16","7f863d7ef2598ede28961de89369c5a7e889d0caba64c2735429871cffb489cd",2013-03-08 10:16:32,2023-01-13 18:47:46,inner
K452A00苗栗縣分局分局長室(停用),K452A00,"OU=K452A00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","06c51ed86dc649fb983206c51ed86dc6",a96d38d88edd13c5b23e198eb6f1dc4c9620b9ec18174b1b63d890836263963c,"8b941937abf663d44b18b3a07cdefe976dc017846b762b5481bed7f8906f9fe5",2013-03-08 10:10:26,2023-01-13 18:47:47,inner
K452A01苗栗分局分局長室,K452A01,"OU=K452A01,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7a215b4d046a4b12a3fd7a215b4d046a","41000f164a29e683bfe682ef363819e00c22aa6b64ab0a511e989e79a1347cd6","8de46068c59072338a110278c62b0938f58cdc003973bfe2388a03e537df89bf",2013-03-08 10:10:29,2023-01-13 18:47:48,inner
K452B00苗栗縣分局服務課(停用),K452B00,"OU=K452B00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8556ee94f94844ada5cd8556ee94f948",c80379b7b3ae11dceb1c7ae828cdeff2a48efc69a83253e7aba08c61ef4d4467,"40e2f30811a3855ba7e2397dba068a2bb706ec33baf011f77c899927898a0c91",2013-03-08 10:07:34,2023-01-13 18:47:48,inner
B535304東勢稽徵所審查股(停用),B535304,"OU=B535304,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","99adc26fe002480cb09299adc26fe002","5b7e419a4a11d21e0a583ca169fcfd7e0b56aa23fa00148e70fdfd1ed9b2eee6","0859db5862b978f02258aa671b18af3ed5db30ef266929bc7cd10e83a0b5455e",2013-03-08 10:19:03,2023-01-13 18:49:28,inner
M616108竹山稽徵所服務管理股,M616108,"OU=M616108,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","49cd3d3d23da41e0ba9f49cd3d3d23da","77c67a33749eacb3aaaf9a8a7f5f6cc41be31881c3670f43a877e6b16cebec1c","1b96fc3d84a76625ec210fc16ae0230ea86a8614e28be1f0aca2e446f16eaee1",2013-03-08 10:23:32,2023-01-13 18:50:04,inner
K452B06苗栗縣分局服務課(停用),K452B06,"OU=K452B06,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5a4e3379918f46aaa62f5a4e3379918f","781e77bbc95a351eef3cca5d44dc3623912d7729979b06523d99f7dc82f4dc13",f7d1ddc5485289be77a56151d95d2b21f46bc0211384ffde06d307b898998efe,2013-03-08 10:07:50,2023-01-13 18:47:49,inner
K452C00苗栗縣分局審查課(停用),K452C00,"OU=K452C00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8676a3cb9d48486385ef8676a3cb9d48",d7a7d728e7e488c1ba606b37f6ac530a4155d7951effd31e8b014ceea89a286f,"69891928a06bc4e057281c0bce7c3c2dd8d9e691cb564015da422ca3414c4ef2",2013-03-08 10:04:29,2023-01-13 18:47:50,inner
K452C07苗栗縣分局審查課(停用),K452C07,"OU=K452C07,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5af190cbe12d4a55aef05af190cbe12d","1f1fe2eab4e278c6e878958e848e4c51cfa061906323427a47d9b36fe0fe209f","0c859463f3a5d7f7e03765a117dad56baea74d5beca9d0e1c0900b0be0df9c82",2013-03-08 10:04:43,2023-01-13 18:47:50,inner
K452D09苗栗縣分局徵收課(停用),K452D09,"OU=K452D09,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","69aa5b34be4f4a63954669aa5b34be4f",dc619f925f4ee8bf428f11d7aee2a25e008131e28129a5e5d9f05d6529a17351,"8c4d2ed5bbb6d2bc8322010aa3a39bba8d2197133d8737f2e66eb523bd112100",2013-03-08 10:24:44,2023-01-13 18:47:56,inner
K452D00苗栗縣分局徵收課(停用),K452D00,"OU=K452D00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c82d645540f54c0eb14fc82d645540f5,"915161d627c2923982d89a0d7f7d6ff7ff374edf09c9d45b09e06f1385c9db9e","0591a814e299276aa514faa0a4686e87255228cfe569d3ac240768412d76835b",2013-03-08 10:24:20,2023-01-13 18:47:56,inner
K452E00苗栗縣分局第一課(停用),K452E00,"OU=K452E00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5b7390b72ab14807b0e45b7390b72ab1","7b933fcd073bf4a88cfae0b6455bff85c32d180f07c0bd018fc8872e27c3da1f",ce6c2fc2c5325e33d79cd6014a0c0f6648e9c7f0dc5e3bbb0e56b4dfdd8f5e85,2013-03-08 10:21:43,2023-01-13 18:47:57,inner
K452F00苗栗縣分局第二課(停用),K452F00,"OU=K452F00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","021233a4975640f78d71021233a49756",b2f8181e79b972f4e973efd4908ef918f9eca09a19e176e2a7922cd1d6f74b4a,"7ac644f8ba3d813776999e2d834ec37a7f3d5ffc724281ee81e9c8763ab2ade4",2013-03-08 10:18:04,2023-01-13 18:47:58,inner
K452E10苗栗分局營所遺贈稅課,K452E10,"OU=K452E10,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e65e203236854cb1860fe65e20323685,aae600b095009d597a7cdf13c3f8e38edb038418c751746bb54cb19a72d49794,f90ee2c7e1d6e18f3f4d38e41417d3ca58333a8a66043ad05426ced504829a4b,2013-03-08 10:22:34,2023-01-13 18:47:58,inner
B484802民權稽徵所審核員,B484802,"OU=B484802,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c439a2aa25ed4b8b8b73c439a2aa25ed,"915b858ef19fa974443e064ff04d492cb03e430c1b9e371dacfa0fcd296f38a3",b2c16e4426881c6794f56a4c30d4a68d720ad2be651a982fe1c7e0e3cbb17999,2013-03-08 10:12:22,2023-01-13 18:49:06,inner
B484801民權稽徵所主任室,B484801,"OU=B484801,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8197d36984cb4c62b2948197d36984cb",bfb219ddeffcc77e61e6404bb013dbeb77df58a1659d0c4c6fb3ce81319b2fb9,ae92f40428a8345ae3d93a71a950cf44bc3f1d016428ea88be3a8ab002ffb00d,2013-03-08 10:12:11,2023-01-13 18:49:06,inner
B011T06法務一科審核員組(停用),B011T06,"OU=B011T06,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3a244c62880d4cf5a9ee3a244c62880d",a904ecafc6d5e575c9489fcb48408504886a439847c13437f94a5a39ddc22911,"2df7fa22e2c787ba88f8fa3c32b51bbb7cabda353f0bf12c9388926cc4426d58",2012-07-03 10:50:28,2023-01-15 13:23:47,inner
N565602員林稽徵所審核員,N565602,"OU=N565602,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6e191efcda4043f69e896e191efcda40",c63b37cd9e8275a3b8127d30942f4fde5ac19fbd317b15a8b8c199567743bca7,d59d84e65d8c7d6a2824f854e9a136e22918f45d35905b00f8243212c95d76b1,2013-03-08 10:06:53,2023-01-13 18:50:07,inner
N565603員林稽徵所服務股(停用),N565603,"OU=N565603,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1b74ed4387f94c9da11e1b74ed4387f9","1f56ce5b16ca25c00c77a912af548680d8192feaf1f01ff0f77544ce3476fa27",cf3a3b5376752c450d688959537ec707ca712bb869136cf45a7170c0f9a76518,2013-03-08 10:06:57,2023-01-13 18:50:08,inner
N565604員林稽徵所審查股(停用),N565604,"OU=N565604,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","86eef3f421c740c8ae0b86eef3f421c7","8ed4c9ca4b3bc9d9c3ff1047d349aa22ac68acc4ff643fcf0e67449f47342609","369c2424a842bedb688dc61a5e74d94f6d978fd6436f862260712d3a10562ae3",2013-03-08 10:07:00,2023-01-13 18:50:08,inner
N565605員林稽徵所徵收股(停用),N565605,"OU=N565605,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","6abb7e6f977f4b3382ec6abb7e6f977f","7017e790ee0d9ec40732dd3de9d8a319b399023368a6f2aa8b6a7d738c531fad","1fb582c919b6b8419bb81835b60c96d531fa7dee407fd569e9a11e341c8d2a52",2013-03-08 10:07:04,2023-01-13 18:50:09,inner
N565606員林稽徵所資料股(停用),N565606,"OU=N565606,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","017cc8616e814f47b5cd017cc8616e81","2afa0450b5167b02e5c60dd15bc024c790d1fc4af38e1ec148e85c26081292f0","355f77ea3a88d700ed594e063c1b1e533b178dd8e1358f641ea77ccaf0a707f8",2013-03-08 10:07:07,2023-01-13 18:50:09,inner
N565607員林稽徵所營所遺贈稅股,N565607,"OU=N565607,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","569a0e94990d48c79e62569a0e94990d","5470af2da225dc9991be341293c3693e3f8cb586953f3c5f6f9a323eb61db1aa","990af8d19d77a60cbc516413ae5f4a7c383ef2f6fe464a8df1f83106741265c7",2013-03-08 10:07:10,2023-01-13 18:50:10,inner
N575708北斗稽徵所綜所稅股,N575708,"OU=N575708,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9d2015fa6e794e31968a9d2015fa6e79",f8e9a1a0328132a7afc0e2e35ae946d43cddce1a4f91f2ab95cb4eafdb6683a5,"1915d563e18767858d11b221c7efeec113443ecea6184970cd481a04e5c3e84f",2013-03-08 10:21:18,2023-01-13 18:50:18,inner
P656505虎尾稽徵所徵收股(停用),P656505,"OU=P656505,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a79e04237c2048299291a79e04237c20,a0ffbe3f38e68d75163f7b1e572871f69cbda7be8e322f057d3688cd02e708bb,da240556da89ae3117ae1bb5b180fef86ac4a861c9a23a0a2756400cba544fd2,2013-03-08 10:09:59,2023-01-13 18:50:30,inner
P656509虎尾稽徵所銷售稅股,P656509,"OU=P656509,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f2cc5ad5073044ee9b44f2cc5ad50730,d7a4c5ad7644df9864355254aff1610f250a892714f70a4f74b5f8f1004b3f19,"2a59e7b7099a4ae4579b7895d540c81b0781c6f34d6c306961fec7a0215fa084",2013-03-08 10:10:16,2023-01-13 18:50:32,inner
B58財政部中區國稅局大智稽徵所,B58,"OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","41607cf70e9e054a86c7633a9494181a","29611eb1b2c9f0fc6663b025fc0860bc6849056e77ea1004fa93dfa89698883c","276c309889377cabf19deaee32e0a467fbb9bfebf2bd2c49a35a70a57a2eee1f",2012-02-06 15:28:16,2023-01-13 20:32:46,inner
K46財政部中區國稅局竹南稽徵所,K46,"OU=K46,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","679918f3ccf4ce498faa53ad30163199",f7c1e5218b8c74786005c690541c42ff1bacd373386fe930bbcb9d559b0652d2,"0c83b4a89f379a4ffbed5207df1bfbfaff23276c729710d00fda2f8689dd1893",2012-02-06 15:28:18,2023-01-13 20:32:46,inner
M606008埔里稽徵所服務管理股,M606008,"OU=M606008,OU=M606000,OU=M60,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","91e00b0163a84de2a56091e00b0163a8","5b6e595a21ff389e3659eea536b12323b49d4a04c8d368e6e526ab8d06d79e63",b1404eeaa92a764f34643e1a7bd59d1c8ec1136537121793c8f79b96e40c8b1b,2013-03-08 10:09:31,2023-01-16 10:21:04,inner
P646406北港稽徵所資料股(停用),P646406,"OU=P646406,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9d5adbc69fdb494292799d5adbc69fdb","76cf8f81c1c6458b0aa9eabf3d8888c0687b89c4f91366369882be18d3da6b4a","53263f54984405d02c138fc300a06b08d14cb8380f92e186a10b9b29cf94f7db",2013-03-08 10:17:24,2023-01-13 18:50:24,inner
P646407北港稽徵所營所遺贈稅股,P646407,"OU=P646407,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","26319e019d3547649f0e26319e019d35","7348e0ed19c451694c690f9d207bf4c35f6f9c95b8726e8313fac9d129c6b97f","8c0cdb01b814b7503874aa4d8a4ef76ee0f906084bfee912e7b5f4753d86550e",2013-03-08 10:17:27,2023-01-13 18:50:24,inner
P656506虎尾稽徵所資料股(停用),P656506,"OU=P656506,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","132bcfb862df47358faa132bcfb862df",c40cbab2229dcabf7be30499927bd41a10b1b05e0e7223216213d786419e61fe,dc1a640423752173e55d768ffd7c80c8c9731691fa18c76d72ced67d3d3d1dac,2013-03-08 10:10:05,2023-01-13 18:50:30,inner
P656507虎尾稽徵所營所遺贈稅股,P656507,"OU=P656507,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e2b18b053d2142a9ada7e2b18b053d21,e275df534901d86d6f1e04df86865657af4028531803d8e09371f3c8909e8d19,ac2f3d06052a2ee14ac19fbc730818479538966b6924fc4501f4847ff61cb782,2013-03-08 10:10:09,2023-01-13 18:50:31,inner
P656508虎尾稽徵所綜所稅股,P656508,"OU=P656508,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","37c1b8f81c6f4d6da08e37c1b8f81c6f","59cfd5dbd78732e6870ffd6df415333cfbbd42c3b42f6d4d72d32299818fc515","9e9199aa3fba1a7892af347066c00afc636cdfff18a6283afe1d3ba21cd89ed3",2013-03-08 10:10:12,2023-01-13 18:50:32,inner
B49財政部中區國稅局臺中分局,B49,"OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9bb9e1be21d7014890fc067f15eb3387",d876c3d71bc89cf59c1aabfc626369e9cd4d24cedbbaa0dcc05aa26cf1c9d635,"7d317b0032f58ccee31195088ab9f01885104e2e8bd0295445335e64b96f6b00",2012-02-06 15:28:11,2023-01-13 20:32:37,inner
N55財政部中區國稅局彰化分局,N55,"OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","309d624bc6ee7c4db6ef8650c294c649",ec5566b111e5739d3ef77928e6517e0399d37f1db89ce89680c6dafcae473157,"0cf4241adc7e0b51a5959f4717788b9ef27444ccad50dd97c9d131c674bc3d27",2012-02-06 15:28:26,2023-01-13 20:32:40,inner
B51財政部中區國稅局沙鹿稽徵所,B51,"OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7f5e097589233c43a2a013be4f187908",c37b0052e2c2a0d433315d152ac0f9e1506e59707421079d7c609b4483584c95,"05879ae5b4e47585ddc7d489401e7999e3a8e5376a96e1fa5e508809c2b28239",2012-02-06 15:28:13,2023-01-13 20:32:44,inner
L51財政部臺灣省中區國稅局沙鹿稽徵所,L51,"OU=L51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c8e232536bdb43bdade1c8e232536bdb,"3e6e011047855fa90cade47989457fd74b9b2a598be9cc158271125d1b6c96e5","9e476ce9498c415daf4d1407d4c5e18fdad41592cbfd32b700c3670da98edfa9",2012-12-17 14:02:20,2023-01-13 20:32:47,inner
B011E00銷售稅組,B011E00,"OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",da9f467ae4cc934c81f7bad6343fc857,c73f61ef0ca726cc64e5d8829563be9955d13724bc5a2fc1a1cd7838143d5304,acdfa7c779b95a94438f3463cc179e41fa26a5b30db936991dbb4e7d5faddd05,2012-02-06 15:33:11,2023-01-13 20:33:04,inner
B011F00綜合行政組,B011F00,"OU=B011F00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","150216c91eeea84da8e79ab42d7e6fa5",e4d17fb2d94886175a7f9cd73b5e20c2ac3feedb83fb2eeff94a0a2bff270027,"6b538ce40a6cc1e3d1a6a56faab4e3c3b8a88eddc722406fc176ce7554e90c2f",2012-02-06 15:33:20,2023-01-13 20:33:05,inner
L535303東勢稽徵所服務股(停用),L535303,"OU=L535303,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e87038b7bd9f4991be90e87038b7bd9f,"0d53bdb3794b9924ed056e93e511a9622d14fa4b0fdcc4593d15ec663c5d6b73",e65a87da6b2bafb9db7aae424378c61b70bdb3f85effc0d798693262a729afa5,2013-03-08 10:03:48,2019-11-14 16:33:13,inner
N552N00彰化縣分局政風室(停用),N552N00,"OU=N552N00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ca05724e39b644818bb1ca05724e39b6,"064bb38daac1d76e69a46fc92c024f5c724def10b2bdc8c8ba87e1ee20e18f82","10ac0a4d71f4457f3075708be1548ba0a6e571bb922eb01e9d8b16785ac0279e",2013-03-08 10:23:22,2023-01-13 18:48:34,inner
N565601員林稽徵所主任室,N565601,"OU=N565601,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","2b402f79dd9a46f198322b402f79dd9a","8b2295f4ac30beb058db4cfc4f19be4b89e50ba7a6055b3ea3c086635fb0b4f8",a9bd676594a6770327d282ddc54b76597031ab39d9b247630cb04488940b21b6,2013-03-08 10:06:50,2023-01-13 18:50:06,inner
N565608員林稽徵所綜所稅股,N565608,"OU=N565608,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","87fa914f52f24ab4950187fa914f52f2","5634f976022b0575cc11879aa4d09c2d8520a5f9cc70642309f98cffa59c4e96","9b51d6a4f99164128291377d39b0171e52a063d24309ebeb6d02ab328766f771",2013-03-08 10:07:17,2023-01-13 18:50:11,inner
N565609員林稽徵所銷售稅股,N565609,"OU=N565609,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","23c7c60e71644c5da94223c7c60e7164","3a912b19be4e1092a9bdddb42125421c64ab66f8fcba59d3e8702ca954203a4e",dec5d2571b0a77aad7c5dbc722f6f19a3e4834f80aa54a598004c5cce67c9882,2013-03-08 10:07:21,2023-01-13 18:50:11,inner
N575702北斗稽徵所審核員,N575702,"OU=N575702,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1b0479b27df244aeaf271b0479b27df2","9f7ff01d09e2b8aaa249ef03ae548aaf4c3b0c582bfe9a197675d2875685f447","4652a90907e18ed08818648558e6e58ec0bf48eec34da8798c725f2c62217d76",2013-03-08 10:20:37,2023-01-13 18:50:14,inner
N575703北斗稽徵所服務股(停用),N575703,"OU=N575703,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","907d8881b40e49e58b3a907d8881b40e","824e8a506c7a702afbca3438ca4ff9740efdd815a81983332cc083065a42731d",afefce91554bbd12b12566007e5ded7c20095e99a4053722e083d8431306fd7a,2013-03-08 10:20:44,2023-01-13 18:50:15,inner
N575705北斗稽徵所徵收股(停用),N575705,"OU=N575705,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",de6a834722ed48bb8782de6a834722ed,"183b5fc27a492464352b2c79ab39fe79d7168bb6b4c39786a5163805a7013478","998cb422354ccc6d7a342c87abb17cc7a2901d8c7a8adfd5943b7c052bdf49ec",2013-03-08 10:21:01,2023-01-13 18:50:16,inner
B011D05徵收科清欠及執行股(停用),B011D05,"OU=B011D05,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e59c7c3af602e64ab8c4b0e3076cdee1,"26f4767cc699602f82783b7393ac3f825f5a807165876b03de10c25e1d22335b","3201ddc8ca9f2c140d96ff8ab7353ea2fc8872b3bf5bf0a7ee0c1040a556c664",2012-02-06 15:33:10,2023-06-07 11:05:38,inner
B011S01審查四科稽徵行政股(停用),B011S01,"OU=B011S01,OU=B011S00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ecee206409971e42b15125d2255b6f48,"7609c957e404930c946fedc047c5dbdaabce86bbf70d77c10f5d8f30475d175e","41c161598c23b5320b59d9015ea2018412f2ff7a7e75cde860a9646732a6353e",2012-02-06 15:34:29,2023-06-07 11:07:26,inner
P646409北港稽徵所銷售稅股,P646409,"OU=P646409,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","634772c086064088933a634772c08606","9c13da263e76d254b3fb7f7a1a00be636a3d5556770459cf19ca433de92956a3",a17e58d4de4abe55020b2aea60598070b52b8580803d86c7c11a034c286869c6,2013-03-08 10:17:35,2023-01-13 18:50:25,inner
P656504虎尾稽徵所審查股(停用),P656504,"OU=P656504,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a9dea52f8a394ffca52aa9dea52f8a39,"5d70d9d8759c7dd52a0d0ea04e3db82898d38946a9f9f39b3cc2bea9bfe05551","639d4e29209dfa21fe14ed261a728d4fcc0ebdb79159708a71f99567d4071614",2013-03-08 10:09:56,2023-01-13 18:50:29,inner
P656510虎尾稽徵所服務管理股,P656510,"OU=P656510,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",fb55f1bda29e4c89a7defb55f1bda29e,"532058615a733492803795795e32b0d56220083d3284e252c9b7b282a0f9aa72",ae86c848f02316972ed20ebce84f051106ad044d3c9616c8db13915b518df40d,2013-03-08 10:11:15,2023-01-13 18:50:33,inner
B01財政部中區國稅局,B01,"OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",bb6a3bde88ef764a89f82e1cf88aae24,"2358edaff5f77c19b36ec782ba583476c3aa1ed13f2e0994ebb9e2d747d19deb","23f135851ae5c5205ebd2dbf62b0e92ca334b83e635a70b25972792f39bfb4fe",2012-02-06 15:28:08,2023-01-13 20:32:37,inner
B52財政部中區國稅局大屯稽徵所,B52,"OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","4816c6b915e925428d71628ee3cf41ec","1cdab710e1337b630793716fbdf1fb3f923914678409431fba232d958fc958fe",d10bd7991bbe2228dad27591d2fa5f8390ead521ed44c46b4f4a7283838efdb6,2012-02-06 15:28:14,2023-01-13 20:32:45,inner
M595900南投分局,M595900,"OU=M595900,OU=M59,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7fd9793fb112c446b4c67adcbb2e0227",af2bda802b2ecfdcdd35ac5fa0ee56a17e2b2bac8a5f257593f6718910f7f20f,"13755a41b5cfe5183df092592df227f8adc384b5cb571e15046638389dec0764",2012-02-06 15:36:36,2023-01-13 20:33:20,inner
B474700東山稽徵所,B474700,"OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e7d1029b30487c43b3cd5c94c18d2b26,b737c6d9fcbe2b2d22dd134f45150b41d54f15dcf87a05f2b51a6332dc60ded7,c78f80e5913a2cb40b61ba89d24668fe9a2081b72f4d5744b6de10778ffc89f1,2012-02-06 15:34:49,2023-01-13 20:33:24,inner
B484800民權稽徵所,B484800,"OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a7b24c39ee5d9444b1a2a52270154138,c4e810cf20c18dac7be1bbc1a2aff5301773d123fc207647ed77166236881395,"4a44e8705f717bc4c5a0e58021c30f3e350aec0a7ebe73c179ae828c561dea75",2012-02-06 15:28:33,2023-01-13 20:33:25,inner
B515100沙鹿稽徵所,B515100,"OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8f0a5f44c2e2ea41ae5314d5e83af2bc",e82c788539e95c64209b96556345e951c9a183e4cc05bf3174d8ddae25057f69,b65a9979f4bc9db5600bfb8820f16a26d6fc48547c5ee805af0129655936f0f6,2012-02-06 15:29:57,2023-01-13 20:33:26,inner
L502F11臺中縣分局第二課,L502F11,"OU=L502F11,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",db9f388eef4440929ad4db9f388eef44,"87ddf5b5298b29f4e061514f887735377915893dfd2a337dd1e81c15bf6c4371","28e6d6b75924bf18208b1df9b8db9951f01bd1ea786ec0efef0bbf63d9fd4398",2013-03-08 10:24:13,2019-11-14 16:34:28,inner
L502H12臺中縣分局第三課,L502H12,"OU=L502H12,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8991c74d83e84c7d857c8991c74d83e8","8b3d25cd02c5a3a9fe0191b1e8cd22fc9f5abfbc3f8b4ebb1c23014f04a2aa18","16b3054ed2a1f7f37893729e4a6f622f235709c510576a094b201983458db977",2013-03-08 10:17:57,2019-11-14 16:34:29,inner
P632M03雲林分局人事室,P632M03,"OU=P632M03,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8945c03a2b3943a9b45d8945c03a2b39",d211106b05aebc0e4de654644edd93a7e2efd4ee82a63aa22dc7043dddfe5b57,"0c5b7e9721642886b0d545e67dc6eb1acb006b24b62f8f6e0e14be7e1ec7ebd9",2013-03-08 10:05:11,2023-01-13 18:48:56,inner
